show,season,name,winner,runner_up,elim_week,fir,occupation,hometown,age,height,roses,num_in_elim_week
Bachelor,1,Amber ,0,0,1,0,,,,,0,0
Bachelor,1,Daniela ,0,0,1,0,,,,,0,1
Bachelor,1,Denise ,0,0,1,0,,,,,0,2
Bachelor,1,Jackie ,0,0,1,0,,,,,0,3
Bachelor,1,Jill ,0,0,1,0,,,,,0,4
Bachelor,1,Kristina ,0,0,1,0,,,,,0,5
Bachelor,1,Lisa ,0,0,1,0,,,,,0,6
Bachelor,1,Paula ,0,0,1,0,,,,,0,7
Bachelor,1,Rachel ,0,0,1,0,,,,,0,8
Bachelor,1,Wendi ,0,0,1,0,,,,,0,9
Bachelor,1,Alexa ,0,0,2,0,,,,,0,0
Bachelor,1,Amy ,0,0,2,0,,,,,0,1
Bachelor,1,Angela ,0,0,2,0,,,,,0,2
Bachelor,1,Angelique ,0,0,2,0,,,,,0,3
Bachelor,1,Katie ,0,0,2,0,,,,,0,4
Bachelor,1,Melissa ,0,0,2,0,,,,,0,5
Bachelor,1,Tina ,0,0,2,0,,,,,0,6
Bachelor,1,Cathy G,0,0,3,0,,,,,0,0
Bachelor,1,Christina ,0,0,3,0,,,,,0,1
Bachelor,1,Lanease A,0,0,3,0,,,,,0,2
Bachelor,1,Rhonda ,0,0,3,0,,,,,0,3
Bachelor,1,Kim ,0,0,4,0,,,,,0,0
Bachelor,1,Shannon O,0,0,5,0,,,,,0,0
Bachelor,1,Trista R,0,1,6,0,,,,,0,0
Bachelor,1,Amanda M,1,0,N/A,0,Event Planner,,,,0,0
Bachelor,2,Amber ,0,0,1,0,,,,,0,0
Bachelor,2,Camille ,0,0,1,0,,,,,0,1
Bachelor,2,Cari ,0,0,1,0,,,,,0,2
Bachelor,2,Christy ,0,0,1,0,,,,,0,3
Bachelor,2,Erin ,0,0,1,0,,,,,0,4
Bachelor,2,Fatima ,0,0,1,0,,,,,0,5
Bachelor,2,Liangy ,0,0,1,0,,,,,0,6
Bachelor,2,Lori ,0,0,1,0,,,,,0,7
Bachelor,2,Merilee ,0,0,1,0,,,,,0,8
Bachelor,2,Anindita ,0,0,2,0,,,,,0,0
Bachelor,2,Dana ,0,0,2,0,,,,,0,1
Bachelor,2,Erin ,0,0,2,0,,,,,0,2
Bachelor,2,Frances ,0,0,2,0,,,,,0,3
Bachelor,2,Suzanne ,0,0,2,0,,,,,0,4
Bachelor,2,Christi ,0,0,3,0,,,,,0,0
Bachelor,2,Heather ,0,0,3,0,,,,,0,1
Bachelor,2,Kyla ,0,0,3,0,,,,,0,2
Bachelor,2,Shannon ,0,0,3,0,,,,,0,3
Bachelor,2,Hayley ,0,0,4,0,,,,,0,0
Bachelor,2,Heather C,0,0,4,0,,,,,0,1
Bachelor,2,Angela ,0,0,5,0,,,,,0,0
Bachelor,2,Gwen G,0,0,6,0,,,,,0,0
Bachelor,2,Brooke S,0,1,7,0,,,,,0,0
Bachelor,2,Helene E,1,0,N/A,0,School Psychologist,,,,0,0
Bachelor,3,Amy ,0,0,1,0,,,,,0,0
Bachelor,3,Angela ,0,0,1,0,,,,,0,1
Bachelor,3,Brooke ,0,0,1,0,,,,,0,2
Bachelor,3,Courtney ,0,0,1,0,,,,,0,3
Bachelor,3,Ginny ,0,0,1,0,,,,,0,4
Bachelor,3,Jennifer ,0,0,1,0,,,,,0,5
Bachelor,3,Kristen ,0,0,1,0,,,,,0,6
Bachelor,3,Stephanie ,0,0,1,0,,,,,0,7
Bachelor,3,Tiffany ,0,0,1,0,,,,,0,8
Bachelor,3,Amy ,0,0,2,0,,,,,0,0
Bachelor,3,Christina ,0,0,2,0,,,,,0,1
Bachelor,3,Elizabeth ,0,0,2,0,,,,,0,2
Bachelor,3,Kerri ,0,0,2,0,,,,,0,3
Bachelor,3,Shannon ,0,0,2,0,,,,,0,4
Bachelor,3,Amber ,0,0,3,0,,,,,0,0
Bachelor,3,Heather ,0,0,3,0,,,,,0,1
Bachelor,3,Rachel ,0,0,3,0,,,,,0,2
Bachelor,3,Tina ,0,0,3,0,,,,,0,3
Bachelor,3,Ann Michelle,0,0,4,0,,,,,0,0
Bachelor,3,Audree ,0,0,4,0,,,,,0,1
Bachelor,3,Liz ,0,0,4,0,,,,,0,2
Bachelor,3,Cristina ,0,0,5,0,,,,,0,0
Bachelor,3,Tina ,0,0,6,0,,,,,0,0
Bachelor,3,Kirsten ,0,1,7,0,,,,,0,0
Bachelor,3,Jen ,1,0,N/A,0,Publicist,,,,0,0
Bachelor,4,Darla ,0,0,1,0,,,,,0,0
Bachelor,4,Heather ,0,0,1,0,,,,,0,1
Bachelor,4,Julie ,0,0,1,0,,,,,0,2
Bachelor,4,Kristi ,0,0,1,0,,,,,0,3
Bachelor,4,Lauren ,0,0,1,0,,,,,0,4
Bachelor,4,Leona ,0,0,1,0,,,,,0,5
Bachelor,4,Samentha ,0,0,1,0,,,,,0,6
Bachelor,4,Shea ,0,0,1,0,,,,,0,7
Bachelor,4,Shelly ,0,0,1,0,,,,,0,8
Bachelor,4,Stacey ,0,0,1,0,,,,,0,9
Bachelor,4,Christine ,0,0,2,0,,,,,0,0
Bachelor,4,Jenn ,0,0,2,0,,,,,0,1
Bachelor,4,Lanah ,0,0,2,0,,,,,0,2
Bachelor,4,Lindsay ,0,0,2,0,,,,,0,3
Bachelor,4,Antoinette ,0,0,3,0,,,,,0,0
Bachelor,4,Jenny ,0,0,3,0,,,,,0,1
Bachelor,4,Karin ,0,0,3,0,,,,,0,2
Bachelor,4,Misty ,0,0,3,0,,,,,0,3
Bachelor,4,Brooke ,0,0,4,0,,,,,0,0
Bachelor,4,Lee-Ann ,0,0,4,0,,,,,0,1
Bachelor,4,Meredith ,0,0,5,0,,,,,0,0
Bachelor,4,Kelly-Jo ,0,0,7,0,,,,,0,0
Bachelor,4,Mary ,0,1,8,0,,,,,0,0
Bachelor,4,Estella ,1,0,N/A,0,,,,,0,0
Bachelor,5,Debbie M,0,0,1,0,Massage therapist/bartender,"Pinetops, North Carolina",27,,0,0
Bachelor,5,Deshaun W,0,0,1,0,Account manager/sales,"Phillipsburg, New Jersey",25,,0,1
Bachelor,5,Dolores F,0,0,1,0,Account manager,"Madison, New Jersey",26,,0,2
Bachelor,5,Francine J,0,0,1,0,Retail manager,"Houston, Texas",25,,0,3
Bachelor,5,Holly R,0,0,1,0,Bank representative,"Tulsa, Oklahoma",26,,0,4
Bachelor,5,Jenny M,0,0,1,0,Retail manager,"Canton, Michigan",24,,0,5
Bachelor,5,Jessica H,0,0,1,0,Attorney,"Pearsall, Texas",25,,0,6
Bachelor,5,Jessica K,0,0,1,0,Student,"Cincinnati, Ohio",21,,0,7
Bachelor,5,Julie D,0,0,1,0,Professional Cheerleader,"Sacramento, California",24,,0,8
Bachelor,5,Kristin C,0,0,1,0,Singer,"Sausalito, California",25,,0,9
Bachelor,5,Rachel C,0,0,1,0,Fashion public relations manager,"Buffalo, New York",26,,0,10
Bachelor,5,Amber L,0,0,2,0,Consultant,"Sunriver, Oregon",27,,0,0
Bachelor,5,Annecatherine L,0,0,2,0,Model/make-up artist,"Quebec City, Quebec",27,,0,1
Bachelor,5,Celeste C,0,0,2,0,Model/executive assistant,"Ithaca, New York",24,,0,2
Bachelor,5,Jeanmarie C,0,0,2,0,Hair stylist,"Gibson, North Carolina",26,,0,3
Bachelor,5,Kristy R,0,0,2,0,Student,"Dearborn, Michigan",25,,0,4
Bachelor,5,Mandy C,0,0,2,0,Professional soccer player,"San Diego, California",25,,0,5
Bachelor,5,Jenny S,0,0,3,0,Swim instructor/nanny/personal trainer,"Carrboro, North Carolina",26,,0,0
Bachelor,5,Katie G,0,0,3,0,LASIK Eye and Skin Center manager,"Scottsdale, Arizona",22,,0,1
Bachelor,5,Karen L,0,0,4,0,Pharmaceutical sales,"Pleasant Grove, Utah",28,,0,0
Bachelor,5,Suzie W,0,0,4,0,Prosthetic technician,"Ann Arbor, Michigan",23,,0,1
Bachelor,5,Trish S,0,0,5,0,Model,"Atlanta, Georgia",28,,0,0
Bachelor,5,Mandy J,0,0,6,0,Designer for an architect firm,"Midland, Texas",26,,0,0
Bachelor,5,Tara H,0,1,7,0,General contractor,"Shawnee, Oklahoma",23,,0,0
Bachelor,5,Jessica B,1,0,N/A,0,Student,"Huntington Beach, California",22,,0,0
Bachelor,6,Abby ,0,0,1,0,,,,,0,0
Bachelor,6,Alma ,0,0,1,0,,,,,0,1
Bachelor,6,Amy ,0,0,1,0,,,,,0,2
Bachelor,6,Carolyn ,0,0,1,0,,,,,0,3
Bachelor,6,Heather ,0,0,1,0,,,,,0,4
Bachelor,6,Kristin ,0,0,1,0,,,,,0,5
Bachelor,6,Lisa ,0,0,1,0,,,,,0,6
Bachelor,6,Melinda ,0,0,1,0,,,,,0,7
Bachelor,6,Nicole ,0,0,1,0,,,,,0,8
Bachelor,6,Ashley ,0,0,2,0,,,,,0,0
Bachelor,6,Elizabeth ,0,0,2,0,,,,,0,1
Bachelor,6,Kelley ,0,0,2,0,,,,,0,2
Bachelor,6,Kerry ,0,0,2,0,,,,,0,3
Bachelor,6,Leina ,0,0,2,0,,,,,0,4
Bachelor,6,Natalie ,0,0,2,0,,,,,0,5
Bachelor,6,Wende ,0,0,2,0,,,,,0,6
Bachelor,6,Amanda ,0,0,3,0,,,,,0,0
Bachelor,6,Jennifer ,0,0,3,0,,,,,0,1
Bachelor,6,Kristie ,0,0,3,0,,,,,0,2
Bachelor,6,Susie ,0,0,3,0,,,,,0,3
Bachelor,6,Krysta ,0,0,4,0,,,,,0,0
Bachelor,6,Andrea ,0,0,5,0,,,,,0,0
Bachelor,6,Jayne ,0,0,5,0,,,,,0,1
Bachelor,6,Cheresse ,0,0,6,0,,,,,0,0
Bachelor,6,Cynthia ,0,0,7,0,,,,,0,0
Bachelor,6,Tanya ,0,1,8,0,,,,,0,0
Bachelor,6,Mary ,1,0,N/A,0,,,,,0,0
Bachelor,7,Brenda ,0,0,1,0,,,,,0,0
Bachelor,7,Danushka ,0,0,1,0,,,,,0,1
Bachelor,7,Debby ,0,0,1,0,,,,,0,2
Bachelor,7,Emilie ,0,0,1,0,,,,,0,3
Bachelor,7,Geitan ,0,0,1,0,,,,,0,4
Bachelor,7,Heather ,0,0,1,0,,,,,0,5
Bachelor,7,Katie ,0,0,1,0,,,,,0,6
Bachelor,7,Kristina ,0,0,1,0,,,,,0,7
Bachelor,7,Kristine ,0,0,1,0,,,,,0,8
Bachelor,7,Kyshawn ,0,0,1,0,,,,,0,9
Bachelor,7,Siomara ,0,0,1,0,,,,,0,10
Bachelor,7,Valerie ,0,0,1,0,,,,,0,11
Bachelor,7,Carrie ,0,0,2,0,,,,,0,0
Bachelor,7,Gina Marie ,0,0,2,0,,,,,0,1
Bachelor,7,Kerry ,0,0,2,0,,,,,0,2
Bachelor,7,Kristen ,0,0,2,0,,,,,0,3
Bachelor,7,Megan ,0,0,2,0,,,,,0,4
Bachelor,7,Jenny ,0,0,3,0,,,,,1,0
Bachelor,7,Kara ,0,0,3,0,,,,,1,1
Bachelor,7,Anitra ,0,0,4,0,,,,,1,0
Bachelor,7,Kindle ,0,0,4,0,,,,,1,1
Bachelor,7,Kimberly ,0,0,5,0,,,,,3,0
Bachelor,7,Sarah W ,0,0,6,0,,,,,2,0
Bachelor,7,Krisily ,0,1,7,0,,,,,2,0
Bachelor,7,Sarah B,1,0,N/A,0,Nurse,,,,5,0
Bachelor,8,Ali D,0,0,1,0,,,,,0,0
Bachelor,8,Allie G,0,0,1,0,,,,,0,1
Bachelor,8,April ,0,0,1,0,,,,,0,2
Bachelor,8,Cortney ,0,0,1,0,,,,,0,3
Bachelor,8,Jaime ,0,0,1,0,,,,,0,4
Bachelor,8,Kathy ,0,0,1,0,,,,,0,5
Bachelor,8,Kyle ,0,0,1,0,,,,,0,6
Bachelor,8,Lisa ,0,0,1,0,,,,,0,7
Bachelor,8,Liza ,0,0,1,0,,,,,0,8
Bachelor,8,Princess ,0,0,1,0,,,,,0,9
Bachelor,8,Sara H,0,0,1,0,,,,,0,10
Bachelor,8,Stephanie ,0,0,1,0,,,,,0,11
Bachelor,8,Venus ,0,0,1,0,,,,,0,12
Bachelor,8,Cole ,0,0,2,0,,,,,0,0
Bachelor,8,Elizabeth ,0,0,2,0,,,,,0,1
Bachelor,8,Kristen ,0,0,2,0,,,,,0,2
Bachelor,8,Yvonne ,0,0,2,0,,,,,0,3
Bachelor,8,Jennifer ,0,0,3,0,,,,,0,0
Bachelor,8,Shiloh ,0,0,3,0,,,,,0,1
Bachelor,8,Jehan ,0,0,4,0,,,,,1,0
Bachelor,8,Tara ,0,0,4,0,,,,,1,1
Bachelor,8,Sarah B,0,0,5,0,Kindergarten Teacher,,,,1,0
Bachelor,8,Susan ,0,0,6,0,,,,,2,0
Bachelor,8,Moana ,0,1,7,0,,,,,3,0
Bachelor,8,Sarah S,1,0,N/A,0,Journalist,"Nelson, British Columbia",30,,4,0
Bachelor,9,Andrea S,0,0,1,0,Hotel concierge,"Cincinnati, Ohio",28,,0,0
Bachelor,9,April J,0,0,1,0,Model,"Chicago, Illinois",23,,0,1
Bachelor,9,Bowe N,0,0,1,0,Beer chemist,"Columbus, Ohio",28,,0,2
Bachelor,9,Carissa I,0,0,1,0,Attorney,"Cattaraugus, New York",25,,0,3
Bachelor,9,Claudia G,0,0,1,0,Restaurateur,"Boca Raton, Florida",22,,0,4
Bachelor,9,Cosetta B,0,0,1,0,Dancer,Italy,0,,0,5
Bachelor,9,Elyse H,0,0,1,0,Physician,"New York, New York",27,,0,6
Bachelor,9,Heather S,0,0,1,0,Registered nurse,"Aliquippa, Pennsylvania",34,,0,7
Bachelor,9,Jessica H,0,0,1,0,Attorney,"Pearsall, Texas",25,,0,8
Bachelor,9,Laura M,0,0,1,0,Dolphin trainer,"San Diego, California",29,,0,9
Bachelor,9,Meri B,0,0,1,0,Attorney,"Biloxi, Mississippi",27,,0,10
Bachelor,9,Renee S,0,0,1,0,Broadcast marketer,"Baltimore, Maryland",30,,0,11
Bachelor,9,Rita G,0,0,1,0,Policy advisor,"Richmond, Virginia",29,,0,12
Bachelor,9,Rosella F,0,0,1,0,Make-up artist,"Chicago, Illinois",27,,0,13
Bachelor,9,Tara D,0,0,1,0,Realtor,"St. Augustine, Florida",24,,0,14
Bachelor,9,Ellen D,0,0,2,0,Realtor,"New Haven, Connecticut",30,,0,0
Bachelor,9,Kim J,0,0,2,0,Interior designer,"Newport Beach, California",27,,0,1
Bachelor,9,Sarah S,0,0,2,0,Journalist,"Nelson, British Columbia",30,,0,2
Bachelor,9,Erica R,0,0,3,0,Socialite,"Houston, Texas",23,,0,0
Bachelor,9,Gina C,0,0,3,0,Ultrasound technician,"Chicago, Illinois",28,,0,1
Bachelor,9,Jami M,0,0,3,0,Event planner,"Galveston, Texas",27,,0,2
Bachelor,9,Desiree V,0,0,4,0,Realtor,"Salt Lake City, Utah",22,,0,0
Bachelor,9,Jeanette P,0,0,4,0,Teacher,"Bloomingdale, Illinois",23,,1,1
Bachelor,9,Agnese P,0,0,5,0,Student,"Venice, Italy",24,,1,0
Bachelor,9,Lisa B,0,0,6,1,Marketing manager,"Portland, Oregon",25,,3,0
Bachelor,9,Sadie M,0,1,7,0,Publicist,"Carlsbad, California",23,,4,0
Bachelor,9,Jennifer W,1,0,N/A,0,Teacher,"Pembroke Pines, Florida",24,,5,0
Bachelor,10,Blakeney R,0,0,1,0,Radio sales,"Birmingham, Alabama",29,,0,0
Bachelor,10,Candice D,0,0,1,0,Waitress,"Hilton Head Island, South Carolina",23,,0,1
Bachelor,10,Catherine W,0,0,1,0,Former Miss Illinois,"Lake Forest, Illinois",23,,0,2
Bachelor,10,Danielle V,0,0,1,0,Attorney,"Bronx, New York",26,,0,3
Bachelor,10,Jackie T,0,0,1,0,Executive coordinator,"Minneapolis, Minnesota",23,,0,4
Bachelor,10,Jeanette A,0,0,1,0,Health care manager,"Tampa, Florida",27,,0,5
Bachelor,10,Jessica D,0,0,1,0,Hedge fund analyst,"New York, New York",32,,0,6
Bachelor,10,Linda M,0,0,1,0,Attorney,"Cuyahoga Falls, Ohio",33,,0,7
Bachelor,10,Lindsay S,0,0,1,0,Student,"Lawrence, Kansas",22,,0,8
Bachelor,10,Tiffany F,0,0,1,0,Real estate sales/development,"St. Louis Park, Minnesota",27,,0,9
Bachelor,10,Alexis Y,0,0,2,0,Attorney,"Southlake, Texas",26,,0,0
Bachelor,10,Susan A,0,0,2,0,Boutique manager,"The Woodlands, Texas",23,,0,1
Bachelor,10,Tiffany W,0,0,2,0,Medical equipment sales rep,"Boston, Massachusetts",28,,0,2
Bachelor,10,Amanda H,0,0,3,0,Financial analyst,"Dallas, Texas",26,,0,0
Bachelor,10,Erin P,0,0,3,0,Financial analyst,"Logansport, Louisiana",24,,0,1
Bachelor,10,Peyton W,0,0,3,0,Sorority recruiter,"La Vergne, Tennessee",24,,0,2
Bachelor,10,Kate B,0,0,4,0,Boutique owner,"Ravenel, South Carolina",24,,0,0
Bachelor,10,Nicole C,0,0,4,0,Sales Manager,"Charleston, SC",26,,0,1
Bachelor,10,Stephanie T,0,0,4,1,Organ donor coordinator,"Folly Beach, South Carolina",27,,2,2
Bachelor,10,Stephanie W,0,0,5,0,Project Manager,"Overland Park, Kansas",23,,0,0
Bachelor,10,Tina W,0,0,5,0,Medical student,"Los Angeles, California",26,,0,1
Bachelor,10,Amber A,0,0,6,0,Teacher,"Sugar Land, Texas",23,,1,0
Bachelor,10,Danielle I,0,0,7,0,Graphic Designer,"Bethel, Connecticut",25,,1,0
Bachelor,10,Bevin P,0,1,8,0,Assistant,"Palo Alto, California",28,,2,0
Bachelor,10,Tessa H,1,0,N/A,0,Social Worker,"San Francisco, California",26,,5,0
Bachelor,11,Jessica K,0,0,1,0,Student,"Cincinnati, Ohio",21,,0,0
Bachelor,11,Juli G,0,0,1,0,Law student,"Chicago, Illinois",24,,0,1
Bachelor,11,Kim O,0,0,1,0,Realtor,"Woodbridge, Connecticut",31,,0,2
Bachelor,11,Lori L,0,0,1,0,Biology teacher,"Annapolis, Maryland",33,,0,3
Bachelor,11,Melissa B,0,0,1,0,Event planner,"Westchester, New York",28,,0,4
Bachelor,11,Morgan B,0,0,1,0,Graduate student,"Tempe, Arizona",24,,0,5
Bachelor,11,Natalie V,0,0,1,0,Law student,"Duncanville, Texas",25,,0,6
Bachelor,11,Regina D,0,0,1,0,Account representative,"San Diego, California",31,,0,7
Bachelor,11,Susan S,0,0,1,0,Project analyst,"St. Charles, Illinois",35,,0,8
Bachelor,11,Tauni N,0,0,1,0,Emergency room nurse,"St. Louis Park, Minnesota",31,,0,9
Bachelor,11,Erin G,0,0,2,0,Publishing sales executive,"Tampa, Florida",25,,0,0
Bachelor,11,Mallory S,0,0,2,0,Nanny,"Honolulu, Hawaii",24,,0,1
Bachelor,11,Michele L,0,0,2,0,Realtor,"South Brunswick, New Jersey",30,,0,2
Bachelor,11,Kristy K,0,0,3,0,Acupuncturist,"Gurnee, Illinois",29,,1,0
Bachelor,11,Lindsey H,0,0,3,0,Model,"Livonia, Michigan",25,,0,1
Bachelor,11,Sarah N,0,0,3,0,Bar manager,"O'Fallon, Illinois",23,,1,2
Bachelor,11,Solisa S,0,0,3,0,Esthetician,"Georgetown, Texas",25,,0,3
Bachelor,11,Jade B,0,0,4,0,Boutique sales worker,"Nashville, Tennessee",24,,0,0
Bachelor,11,Mccarten D,0,0,4,0,Account manager,"Lemon Grove, California",26,,0,1
Bachelor,11,Stephy K,0,0,4,0,Executive assistant,"Atlanta, Georgia",26,,1,2
Bachelor,11,Hilary R,0,0,5,0,Registered nurse,"Philadelphia, Pennsylvania",27,,1,0
Bachelor,11,Sheena S,0,0,6,0,Internet marketing executive,"Walnut Creek, California",23,,1,0
Bachelor,11,Bettina B,0,0,7,0,Realtor,"Washington, D.C.",27,,3,0
Bachelor,11,Deanna P,0,1,8,0,Realtor,"Newnan, Georgia",25,,4,0
Bachelor,11,Jenni C,0,1,8,1,Phoenix Suns Cheerleader,"Wichita, Kansas",27,,4,1
Bachelor,12,Alyssa G,0,0,1,0,Biology student,"Boise, Idaho",24,,0,0
Bachelor,12,Amanda P,0,0,1,0,Law student,"LaFollette, Tennessee",26,,0,1
Bachelor,12,Denise H,0,0,1,0,Attorney and former White House aide,"Washington, D.C",30,,0,2
Bachelor,12,Devon A,0,0,1,0,Makeup artist,"Austin, Texas",24,,0,3
Bachelor,12,Kelly D,0,0,1,0,Medical sales rep.,"Hollywood, California",25,,0,4
Bachelor,12,Lesley G,0,0,1,0,Youth minister,"Tampa, Florida",23,,0,5
Bachelor,12,Michele R,0,0,1,0,Interior designer,"Laguna Niguel, California",33,,0,6
Bachelor,12,Rebecca L,0,0,1,0,Attorney,"Alamo, California",30,,0,7
Bachelor,12,Stacey E,0,0,1,0,Graduate student,"Chicago, Illinois",26,,0,8
Bachelor,12,Tamara S,0,0,1,0,Cocktail waitress,"Beverly Hills, California",23,,0,9
Bachelor,12,Tiffany T,0,0,1,0,Real estate marketing rep.,"San Francisco, California",33,,0,10
Bachelor,12,Carri P,0,0,2,0,Church marketing rep.,"Oklahoma City, Oklahoma",25,,0,0
Bachelor,12,Erin H,0,0,2,0,Event planner,"Seattle, Washington",25,,0,1
Bachelor,12,Michelle P,0,0,2,0,Administrative assistant,"Syracuse, New York",28,,0,2
Bachelor,12,Amy R,0,0,3,0,Nanny,"Stockton, California",22,,0,0
Bachelor,12,Erin S,0,0,3,0,Hot-dog vendor,"Venice, California",33,,0,1
Bachelor,12,Kristine H,0,0,3,0,Personal trainer,"Dillsburg, Pennsylvania",33,,0,2
Bachelor,12,Ashlee W,0,0,4,0,Singer-songwriter,"Jacksonville Beach, Florida",22,,1,0
Bachelor,12,Holly D,0,0,4,0,Children's book author,"Suffield, Ohio",24,,1,1
Bachelor,12,Robin C,0,0,4,0,Advertising coordinator,"Holland, Michigan",22,,1,2
Bachelor,12,Marshana R,0,0,5,0,Fashion designer,"Brooklyn, New York",27,,1,0
Bachelor,12,Noelle D,0,0,6,0,Photographer,"Loveland, Colorado",26,,1,0
Bachelor,12,Amanda R,0,0,7,1,Account Executive,"Niceville, Florida",27,,3,0
Bachelor,12,Chelsea W,0,1,8,0,Pharmaceutical sales rep.,"Durango, Colorado",25,,5,0
Bachelor,12,Shayne L,1,0,N/A,0,Actress,"Malibu, California",22,,4,0
Bachelor,13,Ann L,0,0,1,0,Flight Attendant,"Phoenix, Arizona",24,,0,0
Bachelor,13,Dominique C,0,0,1,0,Medical Sales Rep.,"Mt. Carmel, Pennsylvania",26,,0,1
Bachelor,13,Emily H,0,0,1,0,Casino Marketing Rep.,"Seattle, Washington",23,,0,2
Bachelor,13,Jackie H,0,0,1,0,Wedding Coordinator,"Springfield, Massachusetts",26,,0,3
Bachelor,13,Julie D,0,0,1,0,Professional Cheerleader,"Sacramento, California",24,,0,4
Bachelor,13,Nicole M,0,0,1,0,Menswear Buyer,"Calgary, Alberta",25,,0,5
Bachelor,13,Renee S,0,0,1,0,Broadcast marketer,"Baltimore, Maryland",30,,0,6
Bachelor,13,Shelby G,0,0,1,0,Account Executive,"Stockton, California",23,,0,7
Bachelor,13,Stacia M,0,0,1,0,Single Mother & Charity Accountant,"Orem, Utah",24,,0,8
Bachelor,13,Treasure M,0,0,1,0,Single Mother and Nurse Practitioner,"Salt Lake City, Utah",28,,0,9
Bachelor,13,Lisa G,0,0,2,0,Public Relations Associate,"Boise, Idaho",28,,0,0
Bachelor,13,Raquel M,0,0,2,0,Medical Student,"Recife, Pernambuco, Brazil",27,,0,1
Bachelor,13,Sharon S,0,0,2,0,Teacher,"Batavia, New York",32,,0,2
Bachelor,13,Erica D,0,0,3,0,Account Executive,"Monroe, Connecticut",25,,0,0
Bachelor,13,Kari F,0,0,3,0,Account Executive,"Lee's Summit, Missouri",27,,0,1
Bachelor,13,Natalie G,0,0,3,0,Human Resources Recruiter,"Morton, Illinois",27,,0,2
Bachelor,13,Lauren W,0,0,4,0,Teacher,"Marlboro, New Jersey",27,,0,0
Bachelor,13,Megan P,0,0,4,0,Single Mother and Lacrosse Coach,"Sewickley,Pennsylvania",25,,0,1
Bachelor,13,Nikki K,0,0,4,1,Administrative Assistant,"Blue Island, Illinois",29,,1,2
Bachelor,13,Shannon B,0,0,4,0,Dental Hygienist,"Marshall, Missouri",29,,0,3
Bachelor,13,Stephanie H,0,0,5,0,Single Mother & Medical Marketing Rep.,"Huntsville, Alabama",34,,2,0
Bachelor,13,Naomi C,0,0,6,0,Flight Attendant,"Carlsbad, California",24,,2,0
Bachelor,13,Jillian H,0,0,7,0,Interior Designer,"Peace River, Alberta",29,,2,0
Bachelor,13,Molly M,0,1,8,0,Department Store Buyer,"Brookfield, Wisconsin",24,,2,0
Bachelor,13,Melissa R,1,0,N/A,0,Sales Representative,"Dallas, Texas",25,,5,0
Bachelor,14,Caitlyn M,0,0,1,0,Spokesmodel,"Winfield, Illinois",24,,0,0
Bachelor,14,Channy C,0,0,1,0,Mortgage Loan Officer,"Santa Rosa, California",29,,0,1
Bachelor,14,Elizabeth K,0,0,1,0,"Captain, Air National Guard","Union, Kentucky",29,,0,2
Bachelor,14,Emily H,0,0,1,0,Casino Marketing Rep.,"Seattle, Washington",23,,0,3
Bachelor,14,Kimberly S,0,0,1,0,NBA Dancer,"Norman, Oklahoma",24,,0,4
Bachelor,14,Kirsten P,0,0,1,0,Waitress,"Aurora, Colorado",25,,0,5
Bachelor,14,Lex M,0,0,1,0,Entrepreneur,"Galloway, Ohio",25,,0,6
Bachelor,14,Sheila L,0,0,1,0,Commercial Pilot,"Scottsdale, Arizona",25,,0,7
Bachelor,14,Stephanie M,0,0,1,0,Dance Teacher,"Morris, Illinois",24,,0,8
Bachelor,14,Tiana K,0,0,1,0,Medical Technician,"Calgary, Alberta",31,,0,9
Bachelor,14,Ashley E,0,0,2,0,Teacher,"Pittsburgh, Pennsylvania",29,,0,0
Bachelor,14,Cristina M,0,0,2,0,Restaurant Manager,"San Diego, California",25,,0,1
Bachelor,14,Rozlyn P,0,0,2,0,Model/Make-Up Artist,"Richmond, Virginia",28,,0,2
Bachelor,14,Elizabeth K,0,0,3,0,Nanny,"Imperial, Nebraska",29,,1,0
Bachelor,14,Michelle K ,0,0,3,0,,,,,0,1
Bachelor,14,Valishia S,0,0,3,0,Homemaker,"San Bernardino, California",32,,0,2
Bachelor,14,Ashleigh H,0,0,4,0,Account Manager,"North Potomac, Maryland",25,,0,0
Bachelor,14,Ella N,0,0,4,0,Hair Stylist,"La Follette, Tennessee",30,,1,1
Bachelor,14,Jessie S,0,0,4,0,Cosmetic Sales Manager,"Oakville, Ontario",25,,0,2
